Wavelength [nm]	Wavenumbers [1/cm]	cis_azobenzene_epsilons
582.300	17173.28	1.668
582.400	17170.33	1.661
582.500	17167.38	1.754
582.600	17164.44	1.472
582.700	17161.49	1.328
582.800	17158.54	1.609
582.900	17155.60	1.675
583.000	17152.66	1.651
583.100	17149.72	1.383
583.200	17146.78	1.325
583.300	17143.84	1.324
583.400	17140.90	1.775
583.500	17137.96	1.719
583.600	17135.02	1.78
583.700	17132.09	1.724
583.800	17129.15	1.68
583.900	17126.22	1.688
584.000	17123.29	1.651
584.100	17120.36	1.601
584.200	17117.43	1.561
584.300	17114.50	1.775
584.400	17111.57	1.691
584.500	17108.64	1.358
584.600	17105.71	1.428
584.700	17102.79	1.573
584.800	17099.86	1.442
584.900	17096.94	1.476
585.000	17094.02	1.308
585.100	17091.10	1.329
585.200	17088.17	1.512
585.300	17085.26	1.344
585.400	17082.34	1.292
585.500	17079.42	1.086
585.600	17076.50	1.268
585.700	17073.59	1.204
585.800	17070.67	1.31
585.900	17067.76	1.45
586.000	17064.85	0.933
586.100	17061.93	1.572
586.200	17059.02	1.08
586.300	17056.11	1.328
586.400	17053.21	1.465
586.500	17050.30	0.881
586.600	17047.39	1.284
586.700	17044.49	1.061
586.800	17041.58	1.128
586.900	17038.68	0.9473
587.000	17035.78	0.8949
587.100	17032.87	0.9288
587.200	17029.97	1.163
587.300	17027.07	1.126
587.400	17024.17	1.378
587.500	17021.28	1.146
587.600	17018.38	1.245
587.700	17015.48	1.136
587.800	17012.59	1.181
587.900	17009.70	1.022
588.000	17006.80	0.9774
588.100	17003.91	0.9812
588.200	17001.02	0.9096
588.300	16998.13	0.8985
588.400	16995.24	0.8882
588.500	16992.35	0.8083
588.600	16989.47	1.024
588.700	16986.58	0.9507
588.800	16983.70	0.5081
588.900	16980.81	0.5695
589.000	16977.93	1.03
589.100	16975.05	0.6443
589.200	16972.17	0.7851
589.300	16969.29	0.4942
589.400	16966.41	0.8108
589.500	16963.53	0.8563
589.600	16960.65	0.8795
589.700	16957.78	0.7407
589.800	16954.90	0.7838
589.900	16952.03	0.7723
590.000	16949.15	0.8909
590.100	16946.28	0.9815
590.200	16943.41	0.9943
590.300	16940.54	0.8104
590.400	16937.67	0.7384
590.500	16934.80	0.8232
590.600	16931.93	0.5918
590.700	16929.07	0.7
590.800	16926.20	0.7684
590.900	16923.34	0.7181
591.000	16920.47	0.9117
591.100	16917.61	0.718
591.200	16914.75	0.7534
591.300	16911.89	0.9547
591.400	16909.03	1.147
591.500	16906.17	0.999
591.600	16903.31	0.6956
591.700	16900.46	0.8591
591.800	16897.60	0.6376
591.900	16894.75	1.276
592.000	16891.89	0.6012
592.100	16889.04	0.934
592.200	16886.19	1.013
592.300	16883.34	0.6412
592.400	16880.49	0.9538
592.500	16877.64	0.6431
592.600	16874.79	0.6533
592.700	16871.94	0.7722
592.800	16869.10	0.7363
592.900	16866.25	0.6092
593.000	16863.41	0.3724
593.100	16860.56	0.4769
593.200	16857.72	0.6122
593.300	16854.88	0.3523
593.400	16852.04	0.5804
593.500	16849.20	0.3396
593.600	16846.36	0.512
593.700	16843.52	0.5078
593.800	16840.69	0.6962
593.900	16837.85	0.6112
594.000	16835.02	0.4628
594.100	16832.18	0.6176
594.200	16829.35	0.3358
594.300	16826.52	0.2809
594.400	16823.69	0.1462
594.500	16820.86	0.2092
594.600	16818.03	0.2537
594.700	16815.20	0.2223
594.800	16812.37	-0.02524
594.900	16809.55	0.04228
595.000	16806.72	0.3345
595.100	16803.90	0.296
595.200	16801.08	0.3909
595.300	16798.25	0.657
595.400	16795.43	0.5442
595.500	16792.61	0.2968
595.600	16789.79	0.7483
595.700	16786.97	0.4857
595.800	16784.16	0.6023
595.900	16781.34	0.3788
596.000	16778.52	0.7379
596.100	16775.71	0.761
596.200	16772.90	0.682
596.300	16770.08	0.5637
596.400	16767.27	0.7384
596.500	16764.46	0.8477
596.600	16761.65	0.6517
596.700	16758.84	0.3608
596.800	16756.03	0.5608
596.900	16753.22	0.5734
597.000	16750.42	0.6527
597.100	16747.61	0.4068
597.200	16744.81	0.6164
597.300	16742.01	0.7926
597.400	16739.20	0.5678
597.500	16736.40	0.5783
597.600	16733.60	0.4094
597.700	16730.80	0.5254
597.800	16728.00	0.4619
597.900	16725.20	0.6218
598.000	16722.41	0.4703
598.100	16719.61	0.5029
598.200	16716.82	0.4236
598.300	16714.02	0.6733
598.400	16711.23	0.7672
598.500	16708.44	0.4492
598.600	16705.65	0.7255
598.700	16702.86	0.5289
598.800	16700.07	0.4715
598.900	16697.28	0.6797
599.000	16694.49	0.5748
599.100	16691.70	0.3767
599.200	16688.92	0.5708
599.300	16686.13	0.5403
599.400	16683.35	0.6638
599.500	16680.57	0.6376
599.600	16677.79	0.5899
599.700	16675.00	0.6455
599.800	16672.22	0.6295
599.900	16669.44	0.7697
