Wavelength [nm]	Wavenumbers [1/cm]	trans_azobenzene_epsilons
567.400	17624.25	1.191
567.500	17621.15	1.119
567.600	17618.04	1.051
567.700	17614.94	1.144
567.800	17611.84	1.067
567.900	17608.73	1.022
568.000	17605.63	0.9782
568.100	17602.53	1.063
568.200	17599.44	0.9727
568.300	17596.34	1.054
568.400	17593.24	0.9291
568.500	17590.15	0.8832
568.600	17587.06	1.052
568.700	17583.96	0.7684
568.800	17580.87	0.8716
568.900	17577.78	0.8447
569.000	17574.69	0.9235
569.100	17571.60	0.8176
569.200	17568.52	0.8512
569.300	17565.43	0.921
569.400	17562.35	0.8043
569.500	17559.26	0.7625
569.600	17556.18	0.784
569.700	17553.10	0.8962
569.800	17550.02	0.9492
569.900	17546.94	0.7874
570.000	17543.86	0.7602
570.100	17540.78	0.7911
570.200	17537.71	0.7305
570.300	17534.63	0.7785
570.400	17531.56	0.6468
570.500	17528.48	0.7278
570.600	17525.41	0.707
570.700	17522.34	0.7446
570.800	17519.27	0.7185
570.900	17516.20	0.6383
571.000	17513.13	0.69
571.100	17510.07	0.7562
571.200	17507.00	0.6706
571.300	17503.94	0.6538
571.400	17500.88	0.5639
571.500	17497.81	0.579
571.600	17494.75	0.4613
571.700	17491.69	0.6724
571.800	17488.63	0.5508
571.900	17485.57	0.8523
572.000	17482.52	0.548
572.100	17479.46	0.5331
572.200	17476.41	0.5793
572.300	17473.35	0.6924
572.400	17470.30	0.5873
572.500	17467.25	0.5002
572.600	17464.20	0.7233
572.700	17461.15	0.6845
572.800	17458.10	0.4214
572.900	17455.05	0.5165
573.000	17452.01	0.4413
573.100	17448.96	0.5445
573.200	17445.92	0.5884
573.300	17442.87	0.5442
573.400	17439.83	0.4972
573.500	17436.79	0.3754
573.600	17433.75	0.5781
573.700	17430.71	0.3683
573.800	17427.68	0.4861
573.900	17424.64	0.3524
574.000	17421.60	0.6723
574.100	17418.57	0.4859
574.200	17415.53	0.504
574.300	17412.50	0.384
574.400	17409.47	0.5244
574.500	17406.44	0.5379
574.600	17403.41	0.5799
574.700	17400.38	0.4098
574.800	17397.36	0.4194
574.900	17394.33	0.5397
575.000	17391.30	0.5098
575.100	17388.28	0.4973
575.200	17385.26	0.5362
575.300	17382.24	0.4716
575.400	17379.21	0.513
575.500	17376.19	0.4772
575.600	17373.18	0.4504
575.700	17370.16	0.312
575.800	17367.14	0.3527
575.900	17364.13	0.514
576.000	17361.11	0.3738
576.100	17358.10	0.509
576.200	17355.09	0.5156
576.300	17352.07	0.4705
576.400	17349.06	0.3609
576.500	17346.05	0.3665
576.600	17343.05	0.3878
576.700	17340.04	0.5912
576.800	17337.03	0.4533
576.900	17334.03	0.3048
577.000	17331.02	0.2124
577.100	17328.02	0.4837
577.200	17325.02	0.7585
577.300	17322.02	0.5093
577.400	17319.02	0.3296
577.500	17316.02	0.3062
577.600	17313.02	0.1647
577.700	17310.02	0.1954
577.800	17307.03	0.2889
577.900	17304.03	0.2974
578.000	17301.04	0.2519
578.100	17298.05	0.1999
578.200	17295.05	0.2564
578.300	17292.06	0.2069
578.400	17289.07	0.2528
578.500	17286.08	0.1691
578.600	17283.10	0.2778
578.700	17280.11	0.1699
578.800	17277.13	0.2146
578.900	17274.14	0.2592
579.000	17271.16	0.2919
579.100	17268.17	0.3273
579.200	17265.19	0.3366
579.300	17262.21	0.5311
579.400	17259.23	0.4075
579.500	17256.26	0.4314
579.600	17253.28	0.2542
579.700	17250.30	0.2635
579.800	17247.33	0.2456
579.900	17244.35	0.2233
580.000	17241.38	0.09499
580.100	17238.41	0.1218
580.200	17235.44	0.1377
580.300	17232.47	0.1659
580.400	17229.50	0.3419
580.500	17226.53	0.3759
580.600	17223.56	0.2107
580.700	17220.60	0.317
580.800	17217.63	0.2207
580.900	17214.67	0.05932
581.000	17211.70	0.1924
581.100	17208.74	0.109
581.200	17205.78	0.1601
581.300	17202.82	0.1932
581.400	17199.86	0.06411
581.500	17196.90	0.226
581.600	17193.95	0.1162
581.700	17190.99	0.08931
581.800	17188.04	0.1096
581.900	17185.08	0.1206
582.000	17182.13	0.2569
582.100	17179.18	0.002944
582.200	17176.23	0.07558
582.300	17173.28	0.04423
582.400	17170.33	0.1287
582.500	17167.38	0.1007
582.600	17164.44	0.07384
582.700	17161.49	0.3032
582.800	17158.54	0.3189
582.900	17155.60	0.2414
583.000	17152.66	0.03545
583.100	17149.72	0.08316
583.200	17146.78	0.3009
583.300	17143.84	0.3131
583.400	17140.90	0.1113
583.500	17137.96	0.2396
583.600	17135.02	0.1035
583.700	17132.09	0.233
583.800	17129.15	0.2275
583.900	17126.22	0.1152
584.000	17123.29	0.05582
584.100	17120.36	0.1418
584.200	17117.43	0.09006
584.300	17114.50	-0.02963
584.400	17111.57	-0.004358
584.500	17108.64	0.06796
584.600	17105.71	0.1539
584.700	17102.79	0.1661
584.800	17099.86	0.1138
584.900	17096.94	0.1358
585.000	17094.02	0.03169
585.100	17091.10	0.4498
585.200	17088.17	0.0959
585.300	17085.26	0.07937
585.400	17082.34	0.1655
585.500	17079.42	0.04987
585.600	17076.50	0.1991
585.700	17073.59	0.1005
585.800	17070.67	0.01977
585.900	17067.76	0.0969
586.000	17064.85	0.03548
586.100	17061.93	0.0469
586.200	17059.02	0.03308
586.300	17056.11	0.0573
586.400	17053.21	-0.01783
586.500	17050.30	0.1245
586.600	17047.39	0.03519
586.700	17044.49	-0.07365
586.800	17041.58	0.1467
586.900	17038.68	0.0671
587.000	17035.78	-0.0694
587.100	17032.87	-0.09742
587.200	17029.97	0.01244
587.300	17027.07	0.04194
587.400	17024.17	0.06666
587.500	17021.28	-0.01552
587.600	17018.38	-0.08016
587.700	17015.48	0.1535
587.800	17012.59	0.1412
587.900	17009.70	0.09982
588.000	17006.80	0.02674
588.100	17003.91	0.1605
588.200	17001.02	-0.006953
588.300	16998.13	0.0951
588.400	16995.24	0.1046
588.500	16992.35	0.01108
588.600	16989.47	-0.03476
588.700	16986.58	-0.005767
588.800	16983.70	0.04304
588.900	16980.81	0.0988
589.000	16977.93	0.006482
589.100	16975.05	0.002423
589.200	16972.17	0.08104
589.300	16969.29	0.08841
589.400	16966.41	-0.03281
589.500	16963.53	0.05044
589.600	16960.65	-0.005145
589.700	16957.78	0.1905
589.800	16954.90	0.08314
589.900	16952.03	-0.03487
590.000	16949.15	-0.03516
590.100	16946.28	0.05965
590.200	16943.41	0.03171
590.300	16940.54	-0.0667
590.400	16937.67	0.04982
590.500	16934.80	0.1794
590.600	16931.93	0.05261
590.700	16929.07	-0.02944
590.800	16926.20	-0.04309
590.900	16923.34	0.2334
591.000	16920.47	0.003229
591.100	16917.61	-0.06936
591.200	16914.75	-0.05785
591.300	16911.89	0.002625
591.400	16909.03	-0.0178
591.500	16906.17	0.03269
591.600	16903.31	-0.07754
591.700	16900.46	-0.04039
591.800	16897.60	0.07925
591.900	16894.75	-0.05574
592.000	16891.89	-0.1378
592.100	16889.04	-0.1211
592.200	16886.19	0.08489
592.300	16883.34	-0.1127
592.400	16880.49	-0.1214
592.500	16877.64	0.1221
592.600	16874.79	0.06163
592.700	16871.94	0.03738
592.800	16869.10	0.04719
592.900	16866.25	0.01949
593.000	16863.41	-0.01431
593.100	16860.56	0.1857
593.200	16857.72	0.08557
593.300	16854.88	0.005289
593.400	16852.04	-0.07672
593.500	16849.20	0.1313
593.600	16846.36	0.03649
593.700	16843.52	-0.144
593.800	16840.69	0.01797
593.900	16837.85	-0.06096
594.000	16835.02	0.0436
594.100	16832.18	0.01474
594.200	16829.35	-0.03692
594.300	16826.52	-0.004433
594.400	16823.69	-0.03063
594.500	16820.86	0.0407
594.600	16818.03	-0.07936
594.700	16815.20	0.0424
594.800	16812.37	0.0224
594.900	16809.55	-0.004486
595.000	16806.72	0.1192
595.100	16803.90	0.09369
595.200	16801.08	-0.0143
595.300	16798.25	-0.04917
595.400	16795.43	0.1959
595.500	16792.61	-0.05446
595.600	16789.79	0.03649
595.700	16786.97	0.05861
595.800	16784.16	-0.03774
595.900	16781.34	-0.01308
596.000	16778.52	0.05963
596.100	16775.71	0.1359
596.200	16772.90	-0.06144
596.300	16770.08	-0.1094
596.400	16767.27	-0.1328
596.500	16764.46	-0.04203
596.600	16761.65	-0.05802
596.700	16758.84	0.1058
596.800	16756.03	0.03676
596.900	16753.22	-0.1206
597.000	16750.42	-0.0864
597.100	16747.61	0.1029
597.200	16744.81	0.07074
597.300	16742.01	0.09344
597.400	16739.20	0.0474
597.500	16736.40	-0.1354
597.600	16733.60	0.03672
597.700	16730.80	0.0743
597.800	16728.00	-0.04141
597.900	16725.20	0.01638
598.000	16722.41	-0.02428
598.100	16719.61	-0.08984
598.200	16716.82	0.01921
598.300	16714.02	-0.002821
598.400	16711.23	0.02732
598.500	16708.44	0.002709
598.600	16705.65	-0.0465
598.700	16702.86	-0.01604
598.800	16700.07	0.06646
598.900	16697.28	-0.1418
599.000	16694.49	-0.05453
599.100	16691.70	-0.08362
599.200	16688.92	0.01237
599.300	16686.13	0.08952
599.400	16683.35	-0.03094
599.500	16680.57	-0.1044
599.600	16677.79	-0.0884
599.700	16675.00	0.02631
599.800	16672.22	-0.1615
599.900	16669.44	-0.003473
